,",Player,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Date,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM"
641,"8,Dwight Howard,11:16,,,,,,,,,,,,,,,,,,,,,.665,.500,.000,2.000,0.0,8.2,5.0,0.0,0.0,0.0,34.7,22.2,86,121,-14.8"
642,"9,Dakota Mathias,240,,,,,,,,,,,,,,,,,,,,,.709,.696,.443,.304,21.2,73.1,52.9,74.5,9.9,12.3,19.0,100.0,126.3,111.3,"
643,"10,Vincent Poirier,Isaiah Joe,,,,,,,,,,,,,,,,,,,,,Tony Bradley,Terrance Ferguson,Paul Reed,Team Totals,,,,,,,,,,,"
644,"0,Josh Richardson,33:58,5,15,.333,3,8,.375,6,6,1.000,1,0,1,2,1,1,1,3,19,-1,8/3/2020,,,,,,,,,,,,,,,"
645,"1,Joel Embiid,31:14,9,17,.529,0,2,.000,9,12,.750,2,7,9,5,1,0,4,2,27,-3,8/3/2020,,,,,,,,,,,,,,,"
646,"2,Tobias Harris,30:47,10,17,.588,3,5,.600,2,2,1.000,1,5,6,4,1,1,3,5,25,+7,8/3/2020,,,,,,,,,,,,,,,"
647,"3,Shake Milton,25:50,6,9,.667,2,4,.500,2,2,1.000,1,4,5,3,0,0,1,3,16,+3,8/3/2020,,,,,,,,,,,,,,,"
648,"4,Ben Simmons,25:07,4,6,.667,0,0,,0,0,,0,2,2,5,1,1,2,6,8,-3,8/3/2020,,,,,,,,,,,,,,,"
649,"5,Al Horford,31:50,4,7,.571,1,2,.500,0,0,,3,3,6,3,0,2,0,0,9,+17,8/3/2020,,,,,,,,,,,,,,,"
650,"6,Furkan Korkmaz,21:07,3,7,.429,3,6,.500,3,4,.750,0,3,3,0,1,0,0,1,12,+4,8/3/2020,,,,,,,,,,,,,,,"
651,"7,Matisse Thybulle,18:43,2,5,.400,1,3,.333,0,0,,0,1,1,1,1,1,0,2,5,-10,8/3/2020,,,,,,,,,,,,,,,"
652,"8,Raul Neto,11:24,2,3,.667,0,0,,4,4,1.000,0,1,1,1,0,0,2,3,8,-1,8/3/2020,,,,,,,,,,,,,,,"
653,"9,Alec Burks,9:57,1,1,1.000,1,1,1.000,0,0,,0,1,1,2,0,0,0,0,3,-3,8/3/2020,,,,,,,,,,,,,,,"
654,"10,Marial Shayok,240,46,87,.529,14,31,.452,26,30,.867,8,27,35,26,6,6,13,25,132,,8/3/2020,,,,,,,,,,,,,,,"
655,"11,Norvel Pelle,8/3/2020,Team Totals,8/3/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
656,"0,Josh Richardson,33:58,,,,,,,,,,,,,,,,,,,,,.539,.433,.533,.400,3.6,0.0,1.8,7.3,1.4,2.1,5.4,23.3,115,131,-3.8"
657,"1,Joel Embiid,31:14,,,,,,,,,,,,,,,,,,,,,.606,.529,.118,.706,7.9,26.9,17.5,23.9,1.5,0.0,15.2,35.7,117,124,0.9"
658,"2,Tobias Harris,30:47,,,,,,,,,,,,,,,,,,,,,.699,.676,.294,.118,4.0,19.5,11.8,20.5,1.5,2.3,14.4,28.8,125,124,3.9"
659,"3,Shake Milton,25:50,,,,,,,,,,,,,,,,,,,,,.810,.778,.444,.222,4.8,18.6,11.8,16.0,0.0,0.0,9.2,17.9,154,130,3.0"
660,"4,Ben Simmons,25:07,,,,,,,,,,,,,,,,,,,,,.667,.667,.000,.000,0.0,9.6,4.8,24.9,1.9,2.9,25.0,13.5,119,126,-3.4"
661,"5,Al Horford,31:50,,,,,,,,,,,,,,,,,,,,,.643,.643,.286,.000,11.6,11.3,11.5,11.3,0.0,4.5,0.0,9.3,156,129,3.2"
662,"6,Furkan Korkmaz,21:07,,,,,,,,,,,,,,,,,,,,,.685,.643,.857,.571,0.0,17.0,8.6,0.0,2.2,0.0,0.0,17.6,139,125,2.1"
663,"7,Matisse Thybulle,18:43,,,,,,,,,,,,,,,,,,,,,.500,.500,.600,.000,0.0,6.4,3.2,6.3,2.5,3.8,0.0,11.3,110,125,-1.0"
664,"8,Raul Neto,11:24,,,,,,,,,,,,,,,,,,,,,.840,.667,.000,1.333,0.0,10.5,5.3,11.2,0.0,0.0,29.6,25.1,123,132,-7.9"
665,"9,Alec Burks,9:57,,,,,,,,,,,,,,,,,,,,,1.500,1.500,1.000,.000,0.0,12.1,6.1,23.4,0.0,0.0,0.0,4.3,266,132,8.2"
666,"10,Marial Shayok,240,,,,,,,,,,,,,,,,,,,,,.659,.609,.356,.345,20.5,67.5,44.3,56.5,5.8,9.0,11.5,100.0,128.6,126.7,"
667,"11,Norvel Pelle,Team Totals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
668,"0,Ben Simmons,34:59,6,13,.462,0,0,,0,0,,1,9,10,6,0,1,2,2,12,+7,1/4/2021,,,,,,,,,,,,,,,"
669,"1,Tobias Harris,29:37,10,16,.625,2,5,.400,0,0,,1,4,5,2,0,0,1,1,22,+24,1/4/2021,,,,,,,,,,,,,,,"
670,"2,Seth Curry,25:34,4,7,.571,2,2,1.000,1,1,1.000,0,1,1,2,0,1,2,2,11,+20,1/4/2021,,,,,,,,,,,,,,,"
671,"3,Joel Embiid,24:54,4,10,.400,0,3,.000,6,8,.750,1,10,11,4,2,3,1,1,14,+18,1/4/2021,,,,,,,,,,,,,,,"
672,"4,Danny Green,22:53,5,10,.500,3,8,.375,0,0,,2,4,6,3,1,0,1,1,13,+21,1/4/2021,,,,,,,,,,,,,,,"
673,"5,Shake Milton,26:43,3,11,.273,1,6,.167,3,3,1.000,1,1,2,6,1,0,0,2,10,+15,1/4/2021,,,,,,,,,,,,,,,"
674,"6,Tyrese Maxey,21:13,4,10,.400,2,3,.667,1,1,1.000,0,2,2,2,1,0,0,2,11,-3,1/4/2021,,,,,,,,,,,,,,,"
675,"7,Dwight Howard,17:31,4,6,.667,0,0,,1,4,.250,6,7,13,1,0,0,3,4,9,+6,1/4/2021,,,,,,,,,,,,,,,"
676,"8,Matisse Thybulle,16:17,2,5,.400,0,3,.000,0,0,,0,2,2,4,2,0,0,0,4,-1,1/4/2021,,,,,,,,,,,,,,,"
677,"9,Vincent Poirier,5:35,0,1,.000,0,0,,2,4,.500,1,0,1,1,0,0,0,1,2,-7,1/4/2021,,,,,,,,,,,,,,,"
678,"10,Isaiah Joe,5:35,0,2,.000,0,1,.000,0,0,,1,1,2,3,0,0,0,3,0,-7,1/4/2021,,,,,,,,,,,,,,,"
679,"11,Dakota Mathias,4:00,3,3,1.000,1,1,1.000,1,2,.500,0,0,0,0,0,0,0,1,8,-5,1/4/2021,,,,,,,,,,,,,,,"
680,"12,Terrance Ferguson,3:45,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-4,1/4/2021,,,,,,,,,,,,,,,"
681,"13,Paul Reed,1:24,1,1,1.000,0,0,,0,0,,0,0,0,0,0,0,0,1,2,+1,1/4/2021,,,,,,,,,,,,,,,"
682,"14,Tony Bradley,240,46,95,.484,11,32,.344,15,23,.652,14,41,55,34,7,5,10,21,118,,1/4/2021,,,,,,,,,,,,,,,"
683,"15,Team Totals,1/4/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
684,"0,Ben Simmons,34:59,,,,,,,,,,,,,,,,,,,,,.462,.462,.000,.000,2.6,25.2,13.5,21.8,0.0,2.9,13.3,17.9,99,100,-2.7"
685,"1,Tobias Harris,29:37,,,,,,,,,,,,,,,,,,,,,.688,.688,.313,.000,3.1,13.2,7.9,10.9,0.0,0.0,5.9,23.9,127,105,4.7"
686,"2,Seth Curry,25:34,,,,,,,,,,,,,,,,,,,,,.739,.714,.286,.143,0.0,3.8,1.8,9.8,0.0,4.0,21.2,15.4,112,105,-2.3"
687,"3,Joel Embiid,24:54,,,,,,,,,,,,,,,,,,,,,.518,.400,.300,.800,3.6,39.3,20.8,20.1,3.8,12.3,6.9,24.3,116,82,10.7"
688,"4,Danny Green,22:53,,,,,,,,,,,,,,,,,,,,,.650,.650,.800,.000,7.9,17.1,12.3,17.7,2.1,0.0,9.1,20.0,127,100,7.7"
689,"5,Shake Milton,26:43,,,,,,,,,,,,,,,,,,,,,.406,.318,.545,.273,3.4,3.7,3.5,26.5,1.8,0.0,0.0,19.2,113,103,-1.4"
690,"6,Tyrese Maxey,21:13,,,,,,,,,,,,,,,,,,,,,.527,.500,.300,.100,0.0,9.2,4.4,12.2,2.2,0.0,0.0,20.5,115,101,0.0"
691,"7,Dwight Howard,17:31,,,,,,,,,,,,,,,,,,,,,.580,.667,.000,.667,31.0,39.1,34.9,7.8,0.0,0.0,27.9,25.6,102,99,-7.2"
692,"8,Matisse Thybulle,16:17,,,,,,,,,,,,,,,,,,,,,.400,.400,.600,.000,0.0,12.0,5.8,29.4,5.8,0.0,0.0,12.8,115,92,6.4"
693,"9,Vincent Poirier,5:35,,,,,,,,,,,,,,,,,,,,,.362,.000,.000,4.000,16.2,0.0,8.4,18.7,0.0,0.0,0.0,20.6,112,108,-5.6"
694,"10,Isaiah Joe,5:35,,,,,,,,,,,,,,,,,,,,,.000,.000,.500,.000,16.2,17.5,16.9,56.1,0.0,0.0,0.0,14.9,96,103,-8.1"
695,"11,Dakota Mathias,4:00,,,,,,,,,,,,,,,,,,,,,1.031,1.167,.333,.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.4,190,108,36.6"
696,"12,Terrance Ferguson,3:45,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,108,-7.4"
697,"13,Paul Reed,1:24,,,,,,,,,,,,,,,,,,,,,1.000,1.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.8,200,106,10.0"
698,"14,Tony Bradley,240,,,,,,,,,,,,,,,,,,,,,.561,.542,.337,.242,26.4,83.7,53.9,73.9,6.9,10.6,8.7,100.0,116.6,99.8,"
699,"15,Team Totals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
700,"0,Furkan Korkmaz,37:50,5,14,.357,1,7,.143,2,2,1.000,1,4,5,2,2,0,2,1,13,-3,2/4/2021,,,,,,,,,,,,,,,"
701,"1,Joel Embiid,33:32,14,21,.667,0,1,.000,9,9,1.000,1,4,5,1,1,1,5,1,37,-23,2/4/2021,,,,,,,,,,,,,,,"
702,"2,Tobias Harris,32:32,5,14,.357,0,2,.000,2,2,1.000,2,9,11,5,0,0,3,3,12,-26,2/4/2021,,,,,,,,,,,,,,,"
703,"3,Danny Green,26:52,1,5,.200,1,5,.200,0,0,,2,3,5,1,0,0,1,1,3,-17,2/4/2021,,,,,,,,,,,,,,,"
704,"4,Seth Curry,12:05,0,1,.000,0,0,,0,0,,0,2,2,1,1,0,0,0,0,-1,2/4/2021,,,,,,,,,,,,,,,"
705,"5,Matisse Thybulle,25:32,1,3,.333,1,3,.333,0,0,,1,1,2,0,0,1,0,1,3,-15,2/4/2021,,,,,,,,,,,,,,,"
706,"6,Shake Milton,24:17,4,9,.444,0,2,.000,4,5,.800,1,0,1,4,0,0,1,1,12,-21,2/4/2021,,,,,,,,,,,,,,,"
707,"7,Tyrese Maxey,20:49,5,8,.625,2,4,.500,3,4,.750,0,2,2,4,1,0,2,3,15,-3,2/4/2021,,,,,,,,,,,,,,,"
708,"8,Dwight Howard,10:29,1,2,.500,0,0,,0,2,.000,0,2,2,1,1,0,3,4,2,-2,2/4/2021,,,,,,,,,,,,,,,"
709,"9,Isaiah Joe,8:14,2,3,.667,2,3,.667,0,0,,0,1,1,0,0,0,1,0,6,+9,2/4/2021,,,,,,,,,,,,,,,"
710,"10,Tony Bradley,3:54,1,1,1.000,0,0,,0,0,,0,0,0,0,0,0,0,0,2,+11,2/4/2021,,,,,,,,,,,,,,,"
711,"11,Vincent Poirier,3:54,0,0,,0,0,,0,0,,0,1,1,0,0,1,0,0,0,+11,2/4/2021,,,,,,,,,,,,,,,"
712,"12,Team Totals,240,39,81,.481,7,27,.259,20,24,.833,8,29,37,19,6,3,18,15,105,,2/4/2021,,,,,,,,,,,,,,,"
713,"0,Furkan Korkmaz,37:50,,,,,,,,,,,,,,,,,,,,,.437,.393,.500,.143,3.0,10.6,7.0,7.8,2.6,0.0,11.8,19.5,87,123,-6.0"
714,"1,Joel Embiid,33:32,,,,,,,,,,,,,,,,,,,,,.741,.667,.048,.429,3.4,11.9,8.0,7.5,1.5,2.1,16.7,39.1,122,123,7.2"
715,"2,Tobias Harris,32:32,,,,,,,,,,,,,,,,,,,,,.403,.357,.143,.143,7.0,27.7,18.0,23.3,0.0,0.0,16.8,24.1,87,120,-8.0"
716,"3,Danny Green,26:52,,,,,,,,,,,,,,,,,,,,,.300,.300,1.000,.000,8.5,11.2,9.9,4.8,0.0,0.0,16.7,9.8,78,128,-9.1"
717,"4,Seth Curry,12:05,,,,,,,,,,,,,,,,,,,,,.000,.000,.000,.000,0.0,16.6,8.8,10.2,4.1,0.0,0.0,3.6,52,116,-4.4"
718,"5,Matisse Thybulle,25:32,,,,,,,,,,,,,,,,,,,,,.500,.500,1.000,.000,4.5,3.9,4.2,0.0,0.0,2.8,0.0,5.1,116,130,-3.7"
719,"6,Shake Milton,24:17,,,,,,,,,,,,,,,,,,,,,.536,.444,.222,.556,4.7,0.0,2.2,25.4,0.0,0.0,8.2,22.0,117,134,-3.3"
720,"7,Tyrese Maxey,20:49,,,,,,,,,,,,,,,,,,,,,.768,.750,.500,.500,0.0,9.6,5.1,33.6,2.4,0.0,17.0,24.8,133,123,7.4"
721,"8,Dwight Howard,10:29,,,,,,,,,,,,,,,,,,,,,.347,.500,.000,1.000,0.0,19.1,10.2,13.3,4.7,0.0,51.0,24.6,39,113,-20.4"
722,"9,Isaiah Joe,8:14,,,,,,,,,,,,,,,,,,,,,1.000,1.000,1.000,.000,0.0,12.1,6.5,0.0,0.0,0.0,25.0,21.3,123,128,7.0"
723,"10,Tony Bradley,3:54,,,,,,,,,,,,,,,,,,,,,1.000,1.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.2,200,134,3.1"
724,"11,Vincent Poirier,3:54,,,,,,,,,,,,,,,,,,,,,,,,,0.0,25.6,13.7,0.0,0.0,18.4,,0.0,0,112,3.5"
725,"12,Team Totals,240,,,,,,,,,,,,,,,,,,,,,.573,.525,.333,.296,19.0,60.4,41.1,48.7,6.1,4.5,16.4,100.0,107.3,123.6,"
726,"0,Ben Simmons,37:54,6,12,.500,0,0,,5,6,.833,4,11,15,8,1,0,2,4,17,+18,1/6/2020,,,,,,,,,,,,,,,"
727,"1,Josh Richardson,36:53,9,17,.529,2,4,.500,3,4,.750,0,2,2,4,1,0,1,5,23,+4,1/6/2020,,,,,,,,,,,,,,,"
728,"2,Al Horford,34:08,6,10,.600,1,2,.500,0,0,,1,3,4,4,0,0,2,2,13,+2,1/6/2020,,,,,,,,,,,,,,,"
729,"3,Joel Embiid,32:37,7,17,.412,0,3,.000,4,5,.800,2,7,9,8,0,0,2,4,18,+4,1/6/2020,,,,,,,,,,,,,,,"
730,"4,Tobias Harris,22:08,7,11,.636,4,6,.667,0,0,,0,6,6,4,0,0,1,6,18,+6,1/6/2020,,,,,,,,,,,,,,,"
731,"5,James Ennis,21:45,2,7,.286,1,2,.500,0,0,,1,0,1,0,1,0,1,4,5,-2,1/6/2020,,,,,,,,,,,,,,,"
732,"6,Mike Scott,20:11,2,4,.500,2,3,.667,2,2,1.000,1,1,2,0,1,0,0,1,8,+6,1/6/2020,,,,,,,,,,,,,,,"
733,"7,Furkan Korkmaz,18:48,2,5,.400,1,3,.333,1,1,1.000,0,3,3,1,0,0,0,2,6,+1,1/6/2020,,,,,,,,,,,,,,,"
734,"8,Trey Burke,15:36,5,7,.714,2,3,.667,0,0,,0,0,0,2,0,0,1,0,12,-4,1/6/2020,,,,,,,,,,,,,,,"
735,"9,Raul Neto,240,46,90,.511,13,26,.500,15,18,.833,9,33,42,31,4,0,10,28,120,,1/6/2020,,,,,,,,,,,,,,,"
736,"10,Jonah Bolden,1/6/2020,Shake Milton,1/6/2020,Kyle O'Quinn,1/6/2020,Team Totals,1/6/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
737,"0,Ben Simmons,37:54,,,,,,,,,,,,,,,,,,,,,.581,.500,.000,.500,12.1,29.6,21.3,26.4,1.3,0.0,12.0,19.5,132,109,3.6"
738,"1,Josh Richardson,36:53,,,,,,,,,,,,,,,,,,,,,.613,.588,.235,.235,0.0,5.5,2.9,15.2,1.3,0.0,5.1,23.8,123,118,0.7"
739,"2,Al Horford,34:08,,,,,,,,,,,,,,,,,,,,,.650,.650,.200,.000,3.3,9.0,6.3,15.0,0.0,0.0,16.7,15.6,118,120,-0.5"
740,"3,Joel Embiid,32:37,,,,,,,,,,,,,,,,,,,,,.469,.412,.176,.294,7.0,21.9,14.9,33.0,0.0,0.0,9.4,28.9,110,115,1.3"
741,"4,Tobias Harris,22:08,,,,,,,,,,,,,,,,,,,,,.818,.818,.545,.000,0.0,27.7,14.6,28.1,0.0,0.0,8.3,24.1,146,112,12.2"
742,"5,James Ennis,21:45,,,,,,,,,,,,,,,,,,,,,.357,.357,.286,.000,5.3,0.0,2.5,0.0,2.3,0.0,12.5,16.4,72,118,-11.8"
743,"6,Mike Scott,20:11,,,,,,,,,,,,,,,,,,,,,.820,.750,.750,.500,5.7,5.1,5.3,0.0,2.4,0.0,0.0,10.8,168,116,5.3"
744,"7,Furkan Korkmaz,18:48,,,,,,,,,,,,,,,,,,,,,.551,.500,.600,.200,0.0,16.3,8.6,6.2,0.0,0.0,0.0,12.9,120,117,-3.5"
745,"8,Trey Burke,15:36,,,,,,,,,,,,,,,,,,,,,.857,.857,.429,.000,0.0,0.0,0.0,20.1,0.0,0.0,12.5,22.8,140,123,9.4"
746,"9,Raul Neto,240,,,,,,,,,,,,,,,,,,,,,.613,.583,.289,.200,21.4,70.2,47.2,67.4,4.1,0.0,9.3,100.0,123.1,116.0,"
747,"10,Jonah Bolden,Shake Milton,,,,,,,,,,,,,,,,,,,,,Kyle O'Quinn,Team Totals,,,,,,,,,,,,,"
748,"0,Tobias Harris,40:38,8,16,.500,3,7,.429,0,2,.000,0,7,7,3,0,0,2,2,19,+7,1/6/2021,,,,,,,,,,,,,,,"
749,"1,Joel Embiid,36:36,11,20,.550,3,4,.750,13,13,1.000,0,8,8,5,3,3,5,1,38,+14,1/6/2021,,,,,,,,,,,,,,,"
750,"2,Seth Curry,36:18,11,14,.786,6,7,.857,0,0,,0,5,5,3,0,0,1,1,28,+16,1/6/2021,,,,,,,,,,,,,,,"
751,"3,Ben Simmons,35:43,7,9,.778,0,0,,3,6,.500,0,6,6,12,2,0,3,5,17,+6,1/6/2021,,,,,,,,,,,,,,,"
752,"4,Danny Green,30:18,5,10,.500,5,8,.625,0,0,,1,2,3,5,2,0,1,3,15,+14,1/6/2021,,,,,,,,,,,,,,,"
753,"5,Shake Milton,19:59,6,9,.667,1,3,.333,6,8,.750,0,0,0,3,1,0,4,3,19,-5,1/6/2021,,,,,,,,,,,,,,,"
754,"6,Matisse Thybulle,17:47,1,2,.500,0,0,,0,0,,0,0,0,1,1,1,0,3,2,-9,1/6/2021,,,,,,,,,,,,,,,"
755,"7,Dwight Howard,11:24,0,0,,0,0,,1,4,.250,0,4,4,0,0,2,0,2,1,-9,1/6/2021,,,,,,,,,,,,,,,"
756,"8,Tyrese Maxey,10:59,1,1,1.000,0,0,,0,0,,0,2,2,1,0,0,0,1,2,-9,1/6/2021,,,,,,,,,,,,,,,"
757,"9,Terrance Ferguson,0:18,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,1/6/2021,,,,,,,,,,,,,,,"
758,"10,Paul Reed,240,50,81,.617,18,29,.621,23,33,.697,1,34,35,33,9,6,16,21,141,,1/6/2021,,,,,,,,,,,,,,,"
759,"11,Dakota Mathias,1/6/2021,Isaiah Joe,1/6/2021,Tony Bradley,1/6/2021,Vincent Poirier,1/6/2021,Team Totals,1/6/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,"
760,"0,Tobias Harris,40:38,,,,,,,,,,,,,,,,,,,,,.563,.594,.438,.125,0.0,19.2,11.8,8.7,0.0,0.0,10.6,20.0,98,129,-7.1"
761,"1,Joel Embiid,36:36,,,,,,,,,,,,,,,,,,,,,.739,.625,.200,.650,0.0,24.4,15.0,18.4,3.6,6.9,16.3,36.1,126,115,8.1"
762,"2,Seth Curry,36:18,,,,,,,,,,,,,,,,,,,,,1.000,1.000,.500,.000,0.0,15.4,9.4,11.2,0.0,0.0,6.7,17.8,169,130,6.8"
763,"3,Ben Simmons,35:43,,,,,,,,,,,,,,,,,,,,,.730,.778,.000,.667,0.0,18.8,11.5,39.7,2.4,0.0,20.5,17.6,143,123,4.4"
764,"4,Danny Green,30:18,,,,,,,,,,,,,,,,,,,,,.750,.750,.800,.000,5.9,7.4,6.8,18.8,2.9,0.0,9.1,15.6,140,124,5.5"
765,"5,Shake Milton,19:59,,,,,,,,,,,,,,,,,,,,,.759,.722,.333,.889,0.0,0.0,0.0,20.2,2.2,0.0,24.2,35.6,116,127,-4.6"
766,"6,Matisse Thybulle,17:47,,,,,,,,,,,,,,,,,,,,,.500,.500,.000,.000,0.0,0.0,0.0,5.7,2.5,4.7,0.0,4.8,117,123,-2.1"
767,"7,Dwight Howard,11:24,,,,,,,,,,,,,,,,,,,,,.284,,,,0.0,39.2,24.1,0.0,0.0,14.8,0.0,6.6,62,114,-5.4"
768,"8,Tyrese Maxey,10:59,,,,,,,,,,,,,,,,,,,,,1.000,1.000,.000,.000,0.0,20.3,12.5,9.6,0.0,0.0,0.0,3.9,213,128,-1.5"
769,"9,Terrance Ferguson,0:18,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,132,-5.4"
770,"10,Vincent Poirier,240,,,,,,,,,,,,,,,,,,,,,.738,.728,.358,.407,3.7,79.1,50.0,66.0,8.2,10.5,14.3,100.0,128.5,123.9,"
771,"11,Paul Reed,Dakota Mathias,,,,,,,,,,,,,,,,,,,,,Isaiah Joe,Tony Bradley,Team Totals,,,,,,,,,,,,"
772,"0,Ben Simmons,34:38,7,10,.700,0,0,,2,2,1.000,3,9,12,8,3,0,6,4,16,+14,2/6/2021,,,,,,,,,,,,,,,"
773,"1,Tobias Harris,31:46,10,16,.625,0,1,.000,1,1,1.000,4,8,12,6,2,1,2,2,21,+6,2/6/2021,,,,,,,,,,,,,,,"
774,"2,Joel Embiid,31:04,10,21,.476,1,7,.143,12,14,.857,2,7,9,3,3,0,5,2,33,+17,2/6/2021,,,,,,,,,,,,,,,"
775,"3,Seth Curry,26:41,4,11,.364,2,3,.667,1,1,1.000,1,1,2,4,1,1,0,0,11,-6,2/6/2021,,,,,,,,,,,,,,,"
776,"4,Danny Green,26:10,4,8,.500,3,7,.429,0,0,,0,3,3,0,0,0,1,0,11,+14,2/6/2021,,,,,,,,,,,,,,,"
777,"5,Shake Milton,26:57,6,13,.462,1,3,.333,2,2,1.000,2,2,4,3,0,0,0,0,15,+2,2/6/2021,,,,,,,,,,,,,,,"
778,"6,Furkan Korkmaz,22:58,5,11,.455,3,6,.500,0,0,,1,2,3,1,0,0,0,2,13,+16,2/6/2021,,,,,,,,,,,,,,,"
779,"7,Matisse Thybulle,22:13,1,2,.500,0,0,,0,2,.000,0,3,3,2,3,2,0,3,2,+11,2/6/2021,,,,,,,,,,,,,,,"
780,"8,Dwight Howard,13:29,1,2,.500,0,0,,0,0,,0,2,2,0,0,0,1,1,2,-3,2/6/2021,,,,,,,,,,,,,,,"
781,"9,Tyrese Maxey,2:43,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,1,0,+6,2/6/2021,,,,,,,,,,,,,,,"
782,"10,Isaiah Joe,1:21,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,+3,2/6/2021,,,,,,,,,,,,,,,"
783,"11,Vincent Poirier,240,48,94,.511,10,27,.370,18,22,.818,13,38,51,27,12,4,15,15,124,,2/6/2021,,,,,,,,,,,,,,,"
784,"12,Tony Bradley,2/6/2021,Team Totals,2/6/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
785,"0,Ben Simmons,34:38,,,,,,,,,,,,,,,,,,,,,.735,.700,.000,.200,10.7,27.1,19.6,29.0,4.1,0.0,35.5,19.7,114,101,2.9"
786,"1,Tobias Harris,31:46,,,,,,,,,,,,,,,,,,,,,.639,.625,.063,.063,15.5,26.3,21.3,27.6,3.0,3.2,10.8,23.5,135,101,9.7"
787,"2,Joel Embiid,31:04,,,,,,,,,,,,,,,,,,,,,.608,.500,.333,.667,7.9,23.5,16.4,14.2,4.5,0.0,15.5,41.9,116,100,5.1"
788,"3,Seth Curry,26:41,,,,,,,,,,,,,,,,,,,,,.481,.455,.273,.091,4.6,3.9,4.2,17.6,1.8,3.8,0.0,17.3,127,109,1.9"
789,"4,Danny Green,26:10,,,,,,,,,,,,,,,,,,,,,.688,.688,.875,.000,0.0,12.0,6.5,0.0,0.0,0.0,11.1,13.9,123,114,-2.5"
790,"5,Shake Milton,26:57,,,,,,,,,,,,,,,,,,,,,.540,.500,.231,.154,9.1,7.7,8.4,14.3,0.0,0.0,0.0,20.8,134,115,-0.9"
791,"6,Furkan Korkmaz,22:58,,,,,,,,,,,,,,,,,,,,,.591,.591,.545,.000,5.4,9.1,7.4,5.6,0.0,0.0,0.0,19.4,135,114,-1.1"
792,"7,Matisse Thybulle,22:13,,,,,,,,,,,,,,,,,,,,,.347,.500,.000,1.000,0.0,14.1,7.6,9.4,6.4,9.2,0.0,5.2,100,92,5.7"
793,"8,Dwight Howard,13:29,,,,,,,,,,,,,,,,,,,,,.500,.500,.000,.000,0.0,15.5,8.4,0.0,0.0,0.0,33.3,9.0,65,113,-11.1"
794,"9,Tyrese Maxey,2:43,,,,,,,,,,,,,,,,,,,,,,,,,0.0,38.4,20.8,0.0,0.0,0.0,,0.0,0,108,-13.0"
795,"10,Isaiah Joe,1:21,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,116,-8.1"
796,"11,Vincent Poirier,240,,,,,,,,,,,,,,,,,,,,,.598,.564,.287,.234,33.3,82.6,60.0,56.3,11.8,8.5,12.6,100.0,121.5,105.8,"
797,"12,Tony Bradley,Team Totals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
798,"0,Ben Simmons,34:51,9,14,.643,0,0,,4,5,.800,0,4,4,10,3,1,7,3,22,+23,2/7/2020,,,,,,,,,,,,,,,"
799,"1,Tobias Harris,32:33,9,17,.529,3,4,.750,0,1,.000,0,6,6,5,0,2,0,1,21,+17,2/7/2020,,,,,,,,,,,,,,,"
800,"2,Al Horford,30:47,4,10,.400,2,5,.400,0,0,,0,8,8,6,1,1,0,3,10,+12,2/7/2020,,,,,,,,,,,,,,,"
801,"3,Shake Milton,21:41,1,7,.143,0,2,.000,0,0,,1,1,2,2,0,0,0,3,2,+12,2/7/2020,,,,,,,,,,,,,,,"
802,"4,Joel Embiid,15:52,3,6,.500,1,1,1.000,3,4,.750,3,7,10,3,2,1,3,2,10,+7,2/7/2020,,,,,,,,,,,,,,,"
803,"5,Matisse Thybulle,32:11,3,5,.600,0,2,.000,0,0,,0,1,1,2,1,2,1,4,6,-1,2/7/2020,,,,,,,,,,,,,,,"
804,"6,Furkan Korkmaz,28:46,13,17,.765,7,9,.778,1,3,.333,3,3,6,4,0,1,2,0,34,+15,2/7/2020,,,,,,,,,,,,,,,"
